paper cut (Day of the Death)									paper cut	/ˈpʰeɪpə˞ ˈkʰət/	/ˈpʰeɪpə ˈkʰʌt/	n	A design created by cutting patterns into paper, often used for decoration.	The intricate paper cut designs added a festive touch to the altar.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
pumpkin (Halloween)									pumpkin	/ˈpʰəmpkən/	/ˈpʰʌmpkɪn/	n	A large, round, orange vegetable often used for decoration or cooking during Halloween.	We spent the afternoon carving a pumpkin into a spooky face.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
pictures (photographs) (Day of the Death)									pictures (photographs)	/ˈpʰɪktʃə˞z | ˈfoʊtəˌɡɹæfs |/	/ˈpʰɪktʃəz | ˈfəʊtəɡrɑːfs |/	n	Images captured with a camera, often displayed on altars to remember loved ones.	They placed old photographs of their grandparents on the ofrenda.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
peer (v)									peer	/ˈpʰɪr/	/ˈpʰɪə/	v	To look closely or with difficulty.	They land next to a broken window and he peers in before stepping through careful to avoid the glass.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::See
pitch backward									pitch backward	/ˈpʰɪtʃ ˈbækwə˞d/	/ˈpʰɪtʃ ˈbækwəd/	v	To lose balance and fall or lean backward.	She tripped over the curb and pitched backward onto the pavement.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Fall Vocabulary::Movement
poaching (v)									poaching	/ˈpʰoʊtʃɪŋ/	/ˈpʰəʊtʃɪŋ/	v	Illegally hunting or capturing animals.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Crime
portraits (Day of the Death)									portraits	/ˈpʰɔrtɹəts/	/ˈpʰɔːtrəts/	n	Artistic representations of a person’s face, such as paintings or drawings.	The altar included portraits of family members who had passed away.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
put it on the backburner (exp)									put it on the backburner	/ˈpʰʊt ɪt ˈɔn ðə #backburner#/	/ˈpʰʊt ɪt ɒn ðə ˈbækˌbɜːnə/	exp	To delay dealing with something.	Finding out the living arrangements of a captain of their military was a very difficult task, so they put it on the backburner and focus on more pressing issues.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
plucked off (ph v)									plucked off	/ˈpləkt ˈɔf/	/ˈplʌkt ˈɒf/	ph v	To remove something quickly by pulling.	She does not know what she would have done if the titan hadn't leaned down and plucked the support beam off Armin, like it was kindling																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
proud (trying for the first time)									proud	/ˈpɹaʊd/	/ˈpraʊd/	adj	Feeling deep satisfaction for an achievement.	I felt incredibly proud when I managed to tie my shoelaces by myself.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
preen									preen	/ˈpɹin/	/ˈpriːn/	v	To groom oneself or show self-satisfaction.	She preened in front of the mirror, adjusting her dress and hair.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::People
proto-science		proto-ciência							proto-science	/ˈpɹoʊtəˈsaɪəns/	/#proto-science#/	n	An early or speculative system of thought that precedes the development of modern science.		protociencia						proto-science						Proto-Wissenschaft						proto-ciència						proto-scienza												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
wrap around (ph v)									wrap around	/ˈɹæp ə˞ˈɹaʊnd/	/ˈræp əˈraʊnd/	ph v	To encircle or envelop something or someone.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
radiant (celebration)		radiante	radiante	/ʁɐdiˈɐ̃tɨ/	/ʁadʒiˈɐ̃tʃi/	adj m/f	Expressando grande felicidade ou brilhando intensamente.	O rosto da minha mãe estava radiante de alegria ao nos ver brincando.	radiant	/ˈɹeɪdiənt/	/ˈreɪdiənt/	adj	Expressing great happiness, or shining brightly.	My mother’s face was radiant with joy as she watched us play.	radiante						radieux						strahlen						radiant						raggiante												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
rubble (n)									rubble	/ˈɹəbəl/	/ˈrʌbᵊl/	n	Broken fragments of buildings or structures.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Clean-Dirty
rubbish (n)									rubbish	/ˈɹəbɪʃ/	/ˈrʌbɪʃ/	n	Trash or discarded items. Used in GB.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Lugares::UK Vocabulary::AOT Vocabulary::Clean-Dirty
runners (nmp)									runners	/ˈɹənə˞z/	/ˈrʌnəz/	nmp	Messengers or couriers who deliver urgent messages.	Eren and Mikasa are quick and quiet and sometimes they get contracted as runners for various people.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Crime
resonate (celebration)		ressoar	ressoar	/ʁɨsuˈaɾ/	/ʁesoˈaʁ/	v	Evocar emoções ou memórias de maneira significativa.	A música ressoou em mim, trazendo lembranças da minha infância.	resonate	/ˈɹɛzəˌneɪt/	/ˈrezᵊneɪt/	v	To evoke emotions or memories in a meaningful way.	The music resonated with me, bringing back childhood memories.	resonar						résonner						erklingen						ressonar						risuonare												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
wreath (flowers)	<img src="_wreath.JPG">								wreath	/ˈɹiθ/	/ˈriːθ/	n	A circular arrangement of flowers, leaves, or other materials, often used for decoration or commemoration.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Flowers Vocabulary::Hair Vocabulary::Weddings
riverbank (Paper Lantern Festivals)									riverbank	/ˈɹɪvə˞ˌbæŋk/	/ˈrɪvəˌbæŋk/	n	The land along the edge of a river, where ceremonies and lantern releases often take place.	Families gathered along the riverbank to send off their lanterns.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
ruthless (adj)									ruthless	/ˈɹuθləs/	/ˈruːθləs/	adj	Without pity or mercy.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Personality Vocabulary::Rude
rook (bird)		gralha							rook	/ˈɹʊk/	/ˈrʊk/	n	A large, black bird related to crows, common in Europe and Asia.		grajilla						corneille freux						Nebelkrähe						gralla						taccola												English::Hard_to_Pronounce English::Vocabulary Vocabulary::Crows Vocabulary::English Vocabulary::My_Choice
savor (celebration)		saborear	saborear	/sɐbuɾiˈaɾ/	/saboɾiˈaʁ/	v	Apreciar completamente algo, especialmente sabores ou momentos.	Saboreei cada pedaço dos deliciosos doces caseiros.	savor, savour (Br)	/ˈseɪvə˞/	/ˈseɪvə/	v	To fully enjoy and appreciate something, especially taste or moments.	I savored every bite of the delicious homemade sweets.	saborear						savourer						genießen						assaborir						assaporare												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
cemetery (Day of the Death)									cemetery	/ˈsɛməˌtɛri/	/ˈsemətri/	n	A place where people visit the graves of their deceased relatives to honor them.	Families spend the night at the cemetery, singing and telling stories.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
cemetery (spelling)		cemitério							cemetery	/ˈsɛməˌtɛri/	/ˈsemətri/	n	A place where the dead are buried.		cementerio						cimetière						Friedhof						cementeri						cimitero												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
cesspit (n)									cesspit	/ˈsɛsˌpɪt/	/ˈsespɪt/	n	A filthy or disgusting place, often used metaphorically.	Sit down Ackerman, I'm not treating you up there, it's a cesspit.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Clean-Dirty
setback (trying for the first time)									setback	/ˈsɛtˌbæk/	/ˈsetbæk/	n	A difficulty or problem that delays progress.	Failing my first swimming lesson was just a minor setback.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
sequins (Day of the Death)									sequins	/ˈsikwənz/	/ˈsiːkwɪnz/	n	Small, shiny, decorative discs sewn onto clothing or crafts.	Her traditional costume was covered in colorful sequins that sparkled in the light.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
sky lantern (Paper Lantern Festivals)									sky lantern	/ˈskaɪ ˈlæntə˞n/	/ˈskaɪ ˈlæntən/	n	A lightweight lantern that rises into the sky when lit, symbolizing hope and remembrance.	People wrote messages on their sky lanterns before releasing them into the air.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
skull face paint (Day of the Death)									skull face paint	/ˈskəl ˈfeɪs ˈpʰeɪnt/	/ˈskʌl ˈfeɪs ˈpʰeɪnt/	n	Makeup that transforms a person’s face into a skull, inspired by sugar skull designs.	She applied skull face paint with delicate floral patterns around her eyes.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
skewered									skewered	/ˈskjuə˞d/	/ˈskjʊəd/	v	Pierced or impaled sharply, often with a weapon.	The grilled vegetables were skewered on wooden sticks.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT
squat (adj)									squat	/ˈskwɑt/	/ˈskwɒt/	adj	Short and wide in shape.	It's a squat building, two rooms on a dump of land covered in rubbish.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
slave driver (n)									slave driver	/ˈsleɪv ˈdɹaɪvə˞/	/ˈsleɪv ˈdraɪvə/	n	A person who pushes others to work excessively hard.	The topics are kept light. Levi is a slave driver, the bunks are worse, etc.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Work_n_Career
Sleepy Hollow (Halloween)									Sleepy Hollow	/ˈslipi ˈhɑloʊ/	/ˈsliːpi ˈhɒləʊ/	n	A fictional town from Washington Irving’s story, famous for the Headless Horseman legend.	The legend of Sleepy Hollow has fascinated readers for generations.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
sneak around (ph v)									sneak around	/ˈsnik ə˞ˈɹaʊnd/	/ˈsniːk əˈraʊnd/	ph v	To move secretly or avoid detection.	If Armin had learnt anything from their time in Trost, is that there is always a fight you can't win, fights you have to sneak around or avoid.																																					English::Phrasal_Verbs::SNEAK English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
socio-political landscape		paisagem sociopolítica							socio-political landscape	/ˈsoʊsiopəˈlɪtɪkəl ˈlændˌskeɪp/	/#socio-political# ˈlændskeɪp/	n	The combination of social and political factors that shape a society at a given time.		panorama sociopolítico						paysage sociopolitique						sozio-politische Landschaft						paisatge sociopolític						paesaggio sociopolitico												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
sources (np)(pron)		fontes							sources	/ˈsɔrsəz/	/ˈsɔːsɪz/	np	Places, people, or documents that provide information.		fuentes						sources						Quellen						fonts						fonti												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
saucy (adj)									saucy	/ˈsɔsi/	/ˈsɔːsi/	adj	Playfully bold or flirtatious.	"Trying to distract me from my duties for a saucy hookup babe? because it's working and I love this new side of you"																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Flirting
spyglass (n)									spyglass	/ˈspaɪˌɡlæs/	/ˈspaɪˌɡlɑːs/	n	A small handheld telescope, often used for navigation or scouting.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::AOT::Weapons Vocabulary::Optics Vocabulary::Scouting
spectacle (celebration)		espetáculo	o espetáculo	/u ʃpɨˈtakulu/	/u ispeˈtakulu/	sm	Evento ou apresentação visualmente marcante.	O show de fogos de artifício foi um espetáculo inesquecível.	spectacle	/ˈspɛktɪkəl/	/ˈspektɪkᵊl/	n	A visually striking event or performance.	The fireworks display was an unforgettable spectacle.	espectáculo						spectacle						Spektakel						espectacle						spettacolo												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
spirit (Day of the Death)									spirit	/ˈspɪrət/	/ˈspɪrɪt/	n	A soul of a deceased person, believed to visit the living during the celebration.	They left a glass of water on the altar to refresh the spirits of their ancestors.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
spears (nmp)									spears	/ˈspɪrz/	/ˈspɪəz/	nmp	Long, pointed weapons used for thrusting or throwing.	His body is smoking from spears digging into his skin, too fast for him to regenerate.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::AOT::Weapons Vocabulary::Weapons
spooky (Halloween)									spooky	/ˈspuki/	/ˈspuːki/	adj	Slightly scary or eerie, often in a fun way.	The fog made the street look extra spooky that night.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
statecraft		arte de governar							statecraft	/ˈsteɪtˌkɹæft/	/ˈsteɪtkrɑːft/	n	The skillful management of state affairs, governance, and diplomacy.		arte de gobernar						art de gouverner						Staatskunst						art de governar						arte di governo												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
storehouses (nfp)									storehouses	/ˈstɔrˌhaʊsəz/	/ˈstɔːhaʊsɪz/	nfp	Large buildings used to store goods and supplies.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
stoop (n)									stoop	/ˈstup/	/ˈstuːp/	n	A small porch or set of steps at a house entrance.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
swirling (adj)									swirling	/ˈswɜ˞lɪŋ/	/ˈswɜːlɪŋ/	adj	Moving in a twisting or spiraling pattern.	He runs for a long time, just swirling toughts and hammering footsteps. It's the last thing he says before things get fuzzy, his thoughts a swirling mass of worry																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Movement
shanty town		favela							shanty town	/ˈʃænti ˈtʰaʊn/	/ˈʃænti ˈtʰaʊn/	n	A settlement of improvised housing, usually in poor conditions.		chabola						bidonville						Elendsviertel						barraca						baraccopoli												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice Vocabulary::Places::Human
shed (n)									shed	/ˈʃɛd/	/ˈʃed/	n	A small building used for storage or shelter.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
shifting (n)									shifting	/ˈʃɪftɪŋ/	/ˈʃɪftɪŋ/	n	A slow movement or change in position.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Movement
shiver (Halloween)									shiver	/ˈʃɪvə˞/	/ˈʃɪvə/	v	To shake slightly due to cold or fear.	A cold breeze made me shiver as I held onto my bag of candy.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
sugar skull (Day of the Death)									sugar skull	/ˈʃʊɡə˞ ˈskəl/	/ˈʃʊɡə ˈskʌl/	n	A decorative, colorful skull made of sugar, representing departed souls.	Children love decorating sugar skulls with bright icing and glitter.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
tangle (n)									tangle	/ˈtʰæŋɡəl/	/ˈtʰæŋɡᵊl/	n	A twisted mass of something, often difficult to untangle.	Stings, but not much. He ignores this, plucks the sword from her hand, then extracts the girl from the tangle of wires and holds her in his palm.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Clean-Dirty
topples off (ph v)									topples off	/ˈtʰɑpəlz ˈɔf/	/ˈtʰɒpᵊlz ˈɒf/	ph v	To lose balance and fall.	She almost topples off, but for some reason he doesn't reach back and kill her.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
tug (v)									tug	/ˈtʰəɡ/	/ˈtʰʌɡ/	v	To pull something quickly or forcefully.	Ymir wraps her arms around her stomach and tugs her flush against her, hooking her chin over Historia's shoulder.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Pull
tickled out									tickled out	/ˈtʰɪkəld ˈaʊt/	/ˈtʰɪkᵊld ˈaʊt/	v	To gradually disperse or leave over time.	The guests tickled out of the party one by one until only a few remained.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT
tombstone		lápide							tombstone	/ˈtʰumˌstoʊn/	/ˈtʰuːmstəʊn/	n	A stone marker placed over a grave.		lápida						pierre tombale						Grabstein						làpida						tomba												English::Hard_to_Pronounce English::Vocabulary Vocabulary::Cemetery Vocabulary::Day-of-the-Dead Vocabulary::English Vocabulary::My_Choice
triumph (trying for the first time)									triumph	/ˈtɹaɪəmf/	/ˈtraɪəmf/	n	A great success or victory.	My first solo piano recital was a personal triumph.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
trick-or-treat (Halloween)									trick-or-treat	/ˈtɹɪkˈɔrˈtɹit/	/ˈɔː/	exp	A Halloween custom where children ask for candy from neighbors.	We ran from house to house shouting &quot;trick-or-treat!&quot; with excitement.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
challenge (trying for the first time)									challenge	/ˈtʃæləndʒ/	/ˈtʃælɪndʒ/	n	Something difficult that requires effort to overcome.	Climbing that tree was a real challenge for my younger self.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
charro suit (Day of the Death)									charro suit	/ˈtʃɑːrəʊ ˈsuːt/	/ˈtʃɑːrəʊ ˈsuːt/	n	A traditional Mexican outfit worn by men, often associated with mariachis and festivities.	He wore a charro suit with a wide-brimmed hat for the parade.	traje de charro																																				Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
cherished (celebration)		precioso	precioso	/pɾɨsiˈɔzu/	/pɾesiˈɔzu/	adj m	Profundamente valorizado e amado, frequentemente referindo-se a memórias ou objetos.	Aquele festival de verão continua sendo uma das minhas memórias mais preciosas da infância.	cherished	/ˈtʃɛrɪʃt/	/ˈtʃerɪʃt/	adj	Deeply valued and loved, often referring to memories or objects.	That summer festival remains one of my most cherished childhood memories.	valorado						précieux						geschätzt						preuat						prezioso												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Hard_to_Pronounce English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
chilling (Halloween)									chilling	/ˈtʃɪlɪŋ/	/ˈtʃɪlɪŋ/	adj	Causing a feeling of fear or unease.	There was a chilling silence before the sudden scream.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
twinkle (celebration)		cintilar	cintilar	/sĩtiˈlaɾ/	/sĩtʃiˈlaʁ/	v	Brilhar com luz intermitente ou cintilante.	As luzes cintilavam no céu noturno, aumentando o clima festivo.	twinkle	/ˈtwɪŋkəl/	/ˈtwɪŋkᵊl/	v	To shine with a flickering or sparkling light.	The fairy lights twinkled in the evening sky, adding to the festive mood.	centellear						scintiller						funkeln						scintil·lar						sfavillare												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
vampire (monster)									vampire	/ˈvæmˌpaɪə˞/	/ˈvæmpaɪə/	n	A mythical creature that drinks human blood and avoids sunlight.	He dressed as a vampire, complete with fake fangs and a black cape.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Cryptids Vocabulary::Festivals Vocabulary::Halloween Vocabulary::Monster
vibrant (celebration)		vibrante	vibrante	/viˈbɾɐ̃tɨ/	/viˈbɾɐ̃tʃi/	adj m/f	Cheio de energia, brilho e vivacidade.	O festival era vibrante, com decorações coloridas e música alegre.	vibrant	/ˈvaɪbɹənt/	/ˈvaɪbrᵊnt/	adj	Full of energy, bright and lively.	The festival was vibrant, with colorful decorations and joyful music.	vibrante						vibrant						vibrant						vibrant						vibrante												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
wires (nfp)									wires	/ˈwaɪə˞z/	/ˈwaɪəz/	nfp	Thin, flexible strands of metal used for structural or electrical purposes.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::AOT::Weapons
wobble (trying for the first time)									wobble	/ˈwɑbəl/	/ˈwɒbᵊl/	v	To move unsteadily from side to side.	My bike started to wobble before I gained full control.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
wobbles									wobbles	/ˈwɑbəlz/	/ˈwɒbᵊlz/	v	Moves unsteadily from side to side.	The toddler wobbles as he takes his first steps.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Movement
wedges (v)									wedges	/ˈwɛdʒəz/	/ˈwedʒɪz/	v	Forces something into a tight space.	Not before he wedges the knife in its shoulder blade.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
well trodden (adj)									well trodden	/ˈwɛl ˈtɹɑdn̩/	/ˈwel ˈtrɒdᵊn/	adj	Frequently used or discussed.	The argument seem well trodden, they have had this conversation before.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
werewolf (monster)									werewolf	/ˈwɛrˌwʊlf/	/ˈwɪəwʊlf/	n	A legendary creature that transforms from a human into a wolf, usually during a full moon.	According to folklore, a werewolf can only be killed with a silver bullet.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Cryptids Vocabulary::Festivals Vocabulary::Halloween Vocabulary::Monster
wary (adj)									wary	/ˈwɛri/	/ˈweəri/	adj	Cautious and alert to possible dangers.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Feelings Vocabulary::Loss-Pain
whirls around									whirls around	/ˈwɜ˞ɹəlz ə˞ˈɹaʊnd/	/ˈwɜːlz əˈraʊnd/	v	Turns quickly to face another direction.	She whirls around when she hears her name being called.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Movement
Wikipedia (n)(pron)		Wikipedia							Wikipedia	/ˈwɪkiˌpiˌdiə/	/#Wikipedia#/	n	An online encyclopedia where users contribute and edit content.		Wikipedia						Wikipédia						Wikipedia						Viquipèdia						Wikipedia												English::Hard_to_Pronounce English::Vocabulary Vocabulary::Chamba Vocabulary::English Vocabulary::My_Choice
