making-of (film genre)									making-of	/ˈmeɪkɪŋəv/	/ˈmeɪkɪŋəv/	n	A documentary-style film that provides behind-the-scenes footage and insights into the making of a film or production.
tokusatsu (film genre)									tokusatsu	/#tokusatsu#/	/#tokusatsu#/	n	A Japanese genre of films and television that features superheroes and giant monsters, often with special effects. Example: "Godzilla" (1954).
nature documentary (film genre)									nature documentary	/ˈneɪtʃə˞ ˌdɑkjəˈmɛntɹi/	/ˈneɪtʃə ˌdɒkjʊˈmentᵊri/	n	A genre of documentary films that focuses on the natural world and wildlife. Example: "The March of the Penguins" (2005).
kung fu film (film genre)									kung fu film	/ˈkʰəŋ ˈfu ˈfɪlm/	/#kung# #fu# ˈfɪlm/	n	A genre of action films that focuses on Chinese martial arts. Example: "Enter the Dragon" (1973).
direct cinema (film genre)									direct cinema	/də˞ˈɹɛkt ˈsɪnəmə/	/daɪˈrekt ˈsɪnəmə/	n	A genre of documentary filmmaking that captures real-life events as they unfold, often with minimal interference from the filmmakers.
erotic (film genre)									erotic	/ɪˈɹɑtɪk/	/ɪˈrɒtɪk/	n	A genre of films focused on erotic themes and often including explicit sexual content.
zombie (film genre)									zombie	/ˈzɑmbi/	/ˈzɒmbi/	n	A genre of horror films that focuses on the undead, often featuring characters fighting for survival in a post-apocalyptic world. Example: "Night of the Living Dead" (1968).
crime drama (film genre)									crime drama	/ˈkɹaɪm ˈdɹɑmə/	/ˈkraɪm ˈdrɑːmə/	n	A genre of films that focuses on crime, law enforcement, and justice, often with an emphasis on characters' moral dilemmas. Example: "The Godfather" (1972).
tragicomedy (film genre)									tragicomedy	/ˌtɹædʒɪˈkʰɑmədi/	/ˌtrædʒɪˈkʰɒmədi/	n	A genre of films that blends both tragic and comedic elements, often exploring life's complexities. Example: "The Death of Stalin" (2017).
heroic bloodshed (film genre)									heroic bloodshed	/hɪˈɹoʊɪk ˈblədˌʃɛd/	/hɪˈrəʊɪk ˈblʌdʃed/	n	A genre of
gangster film (film genre)									gangster film	/ˈɡæŋstə˞ ˈfɪlm/	/ˈɡæŋstə ˈfɪlm/	n	A film genre that typically centers around the lives of criminals, often focusing on mobsters or organized crime. An example is "The Godfather."
crime comedy (film genre)									crime comedy	/ˈkɹaɪm ˈkʰɑmədi/	/ˈkraɪm ˈkʰɒmədi/	n	A genre that blends elements of crime and comedy, often involving criminal activities in humorous situations. An example is "The Pink Panther."
family film (film genre)									family film	/ˈfæmli ˈfɪlm/	/ˈfæmᵊli ˈfɪlm/	n	A movie genre that is suitable for viewers of all ages, often focusing on family-friendly themes and morals. An example is "The Lion King."
dystopian film (film genre)									dystopian film	/dɪsˈtʰoʊpiiən ˈfɪlm/	/#dystopian# ˈfɪlm/	n	A genre of film that explores a society, often set in the future, that is undesirable or frightening. These films often reflect on social, political, or environmental issues. Examples: *The Hunger Games*, *Children of Men*
ficheras film (film genre)									ficheras film	/fiˈkʰɛrəz ˈfɪlm/	/#ficheras# ˈfɪlm/	n	(Spanish slang) A film genre often related to low-budget films, popular in Latin America, typically featuring women in glamorous roles with a focus on humor and sensuality.  "La Cumbia del Río."
